"paragraphnum","charname","speechcount"
2686,"Bassanio",73
2688,"Gratiano",48
2694,"Portia",117
2696,"Bassanio",73
2699,"Portia",117
2702,"Nerissa",36
2704,"Bassanio",73
676,"Mistress Page",101
2711,"Portia",117
2721,"Bassanio",73
2735,"Portia",117
2746,"Nerissa",36
2748,"Gratiano",48
2750,"Antonio",47
2751,"Portia",117
2752,"Bassanio",73
2756,"Portia",117
2760,"Bassanio",73
2763,"Antonio",47
2768,"Portia",117
2770,"Antonio",47
2771,"Bassanio",73
2772,"Portia",117
2774,"Nerissa",36
2777,"Gratiano",48
2780,"Portia",117
2794,"Antonio",47
2795,"Bassanio",73
2796,"Gratiano",48
2797,"Nerissa",36
2799,"Bassanio",73
2801,"Antonio",47
2804,"Portia",117
2806,"Nerissa",36
2810,"Lorenzo",47
2812,"Portia",117
2817,"Gratiano",48
2825,"(stage directions)",126
3,"(stage directions)",126
4,"Robert Shallow",136
7,"Slender",56
9,"Robert Shallow",136
10,"Slender",56
15,"Slender",56
18,"Robert Shallow",136
19,"Sir Hugh Evans",87
22,"Robert Shallow",136
23,"Slender",56
24,"Robert Shallow",136
25,"Sir Hugh Evans",87
26,"Robert Shallow",136
27,"Sir Hugh Evans",87
34,"Robert Shallow",136
35,"Sir Hugh Evans",87
39,"Robert Shallow",136
41,"Sir Hugh Evans",87
46,"Slender",56
48,"Sir Hugh Evans",87
56,"Slender",56
57,"Sir Hugh Evans",87
58,"Slender",56
59,"Sir Hugh Evans",87
60,"Robert Shallow",136
61,"Sir Hugh Evans",87
68,"Page",75
69,"(stage directions)",126
678,"(stage directions)",126
70,"Sir Hugh Evans",87
74,"Page",75
76,"Robert Shallow",136
80,"Page",75
81,"Robert Shallow",136
82,"Page",75
83,"Slender",56
85,"Page",75
86,"Slender",56
87,"Robert Shallow",136
89,"Page",75
90,"Robert Shallow",136
93,"Page",75
95,"Sir Hugh Evans",87
96,"Robert Shallow",136
97,"Page",75
98,"Robert Shallow",136
102,"Page",75
103,"(stage directions)",126
104,"Falstaff",471
105,"Robert Shallow",136
107,"Falstaff",471
108,"Robert Shallow",136
109,"Falstaff",471
111,"Robert Shallow",136
112,"Falstaff",471
114,"Sir Hugh Evans",87
115,"Falstaff",471
117,"Slender",56
120,"Bardolph",14
121,"Slender",56
122,"Pistol",122
123,"Slender",56
124,"Nym",33
126,"Sir Hugh Evans",87
131,"Page",75
132,"Sir Hugh Evans",87
135,"Falstaff",471
136,"Pistol",122
137,"Sir Hugh Evans",87
139,"Falstaff",471
140,"Slender",56
145,"Falstaff",471
146,"Sir Hugh Evans",87
147,"Pistol",122
151,"Slender",56
152,"Nym",33
155,"Slender",56
158,"Falstaff",471
159,"Bardolph",14
161,"Sir Hugh Evans",87
162,"Bardolph",14
164,"Slender",56
169,"Sir Hugh Evans",87
170,"Falstaff",471
173,"Page",75
174,"(stage directions)",126
175,"Slender",56
176,"Page",75
177,"Falstaff",471
179,"(stage directions)",126
180,"Page",75
183,"(stage directions)",126
184,"Slender",56
190,"Simple",25
193,"Robert Shallow",136
197,"Slender",56
199,"Robert Shallow",136
200,"Slender",56
201,"Sir Hugh Evans",87
203,"Slender",56
206,"Sir Hugh Evans",87
208,"Robert Shallow",136
209,"Sir Hugh Evans",87
210,"Slender",56
212,"Sir Hugh Evans",87
217,"Robert Shallow",136
218,"Slender",56
220,"Sir Hugh Evans",87
223,"Robert Shallow",136
224,"Slender",56
226,"Robert Shallow",136
228,"Slender",56
400,"Pistol",122
235,"Sir Hugh Evans",87
238,"Robert Shallow",136
239,"Slender",56
240,"Robert Shallow",136
243,"Anne Page",19
245,"Robert Shallow",136
246,"Sir Hugh Evans",87
247,"(stage directions)",126
248,"Anne Page",19
249,"Slender",56
250,"Anne Page",19
251,"Slender",56
259,"Anne Page",19
261,"Slender",56
263,"Anne Page",19
264,"Slender",56
270,"Anne Page",19
271,"Slender",56
274,"Anne Page",19
275,"Slender",56
281,"(stage directions)",126
282,"Page",75
283,"Slender",56
284,"Page",75
285,"Slender",56
286,"Page",75
287,"Slender",56
288,"Anne Page",19
289,"Slender",56
295,"Sir Hugh Evans",87
300,"Simple",25
301,"Sir Hugh Evans",87
307,"(stage directions)",126
312,"Falstaff",471
313,"Host",46
314,"Falstaff",471
316,"Host",46
317,"Falstaff",471
318,"Host",46
321,"Falstaff",471
322,"Host",46
325,"(stage directions)",126
326,"Falstaff",471
329,"Bardolph",14
330,"Pistol",122
331,"(stage directions)",126
332,"Nym",33
333,"Falstaff",471
336,"Nym",33
337,"Pistol",122
339,"Falstaff",471
340,"Pistol",122
341,"Falstaff",471
342,"Pistol",122
343,"Falstaff",471
344,"Pistol",122
345,"Falstaff",471
346,"Pistol",122
404,"Nym",33
408,"Pistol",122
347,"Falstaff",471
355,"Pistol",122
357,"Nym",33
358,"Falstaff",471
360,"Pistol",122
361,"Nym",33
362,"Falstaff",471
367,"Pistol",122
368,"Nym",33
369,"Falstaff",471
379,"Pistol",122
381,"Nym",33
383,"Falstaff",471
389,"(stage directions)",126
390,"Pistol",122
394,"Nym",33
395,"Pistol",122
396,"Nym",33
397,"Pistol",122
398,"Nym",33
409,"(stage directions)",126
412,"(stage directions)",126
413,"Hostess Quickly",158
418,"Rugby",9
419,"Hostess Quickly",158
428,"Simple",25
429,"Hostess Quickly",158
430,"Simple",25
431,"Hostess Quickly",158
433,"Simple",25
435,"Hostess Quickly",158
436,"Simple",25
439,"Hostess Quickly",158
441,"Simple",25
442,"Hostess Quickly",158
445,"(stage directions)",126
446,"Rugby",9
447,"Hostess Quickly",158
455,"(stage directions)",126
456,"Doctor Caius",49
459,"Hostess Quickly",158
463,"Doctor Caius",49
465,"Hostess Quickly",158
466,"Doctor Caius",49
468,"Hostess Quickly",158
469,"Rugby",9
470,"Doctor Caius",49
472,"Rugby",9
473,"Doctor Caius",49
476,"Hostess Quickly",158
477,"Doctor Caius",49
480,"Hostess Quickly",158
481,"Doctor Caius",49
482,"Hostess Quickly",158
483,"Doctor Caius",49
485,"Hostess Quickly",158
487,"Doctor Caius",49
488,"Simple",25
489,"Hostess Quickly",158
490,"Doctor Caius",49
491,"Simple",25
494,"Hostess Quickly",158
496,"Doctor Caius",49
498,"(stage directions)",126
499,"Hostess Quickly",158
508,"Simple",25
510,"Hostess Quickly",158
517,"Doctor Caius",49
524,"(stage directions)",126
525,"Hostess Quickly",158
526,"Doctor Caius",49
533,"Doctor Caius",49
536,"(stage directions)",126
537,"Hostess Quickly",158
541,"Fenton",20
542,"Hostess Quickly",158
543,"(stage directions)",126
544,"Fenton",20
545,"Hostess Quickly",158
546,"Fenton",20
547,"Hostess Quickly",158
550,"Fenton",20
551,"Hostess Quickly",158
555,"Fenton",20
556,"Hostess Quickly",158
562,"Fenton",20
565,"Hostess Quickly",158
568,"Fenton",20
569,"Hostess Quickly",158
574,"(stage directions)",126
577,"(stage directions)",126
578,"Mistress Page",101
609,"(stage directions)",126
610,"Mistress Ford",85
611,"Mistress Page",101
613,"Mistress Ford",85
614,"Mistress Page",101
615,"Mistress Ford",85
617,"Mistress Page",101
618,"Mistress Ford",85
620,"Mistress Page",101
622,"Mistress Ford",85
624,"Mistress Page",101
627,"Mistress Ford",85
642,"Mistress Page",101
654,"Mistress Ford",85
656,"Mistress Page",101
661,"Mistress Ford",85
663,"Mistress Page",101
668,"Mistress Ford",85
672,"Mistress Page",101
675,"Mistress Ford",85
3128,"Ulysses",80
684,"Pistol",122
687,"Ford",99
688,"Pistol",122
691,"Ford",99
692,"Pistol",122
697,"(stage directions)",126
698,"Ford",99
699,"Nym",33
708,"(stage directions)",126
709,"Page",75
711,"Ford",99
712,"Page",75
713,"Ford",99
714,"Page",75
716,"Ford",99
717,"Page",75
718,"(stage directions)",126
719,"Mistress Page",101
720,"Mistress Ford",85
721,"Ford",99
722,"Mistress Ford",85
724,"Mistress Page",101
728,"Mistress Ford",85
730,"(stage directions)",126
731,"Mistress Page",101
732,"Hostess Quickly",158
733,"Mistress Page",101
735,"(stage directions)",126
736,"Page",75
737,"Ford",99
738,"Page",75
739,"Ford",99
740,"Page",75
744,"Ford",99
745,"Page",75
746,"Ford",99
748,"Page",75
752,"Ford",99
755,"Page",75
760,"Host",46
762,"(stage directions)",126
763,"Robert Shallow",136
766,"Host",46
767,"Robert Shallow",136
769,"Ford",99
770,"(stage directions)",126
771,"Host",46
772,"Robert Shallow",136
777,"(stage directions)",126
778,"Host",46
780,"Ford",99
783,"Host",46
786,"Robert Shallow",136
787,"Page",75
789,"Robert Shallow",136
794,"Host",46
795,"Page",75
797,"Ford",99
804,"(stage directions)",126
807,"(stage directions)",126
808,"Falstaff",471
809,"Pistol",122
811,"Falstaff",471
820,"Pistol",122
821,"Falstaff",471
836,"Pistol",122
837,"(stage directions)",126
838,"Robin",6
839,"Falstaff",471
840,"(stage directions)",126
841,"Hostess Quickly",158
842,"Falstaff",471
843,"Hostess Quickly",158
844,"Falstaff",471
845,"Hostess Quickly",158
847,"Falstaff",471
848,"Hostess Quickly",158
849,"Falstaff",471
851,"Hostess Quickly",158
854,"Falstaff",471
855,"Hostess Quickly",158
859,"Hostess Quickly",158
860,"Falstaff",471
861,"Hostess Quickly",158
864,"Falstaff",471
865,"Hostess Quickly",158
884,"Falstaff",471
886,"Hostess Quickly",158
890,"Falstaff",471
891,"Hostess Quickly",158
897,"Falstaff",471
899,"Hostess Quickly",158
909,"Falstaff",471
911,"Hostess Quickly",158
912,"Falstaff",471
969,"Ford",99
975,"Falstaff",471
3132,"Cressida",152
914,"Hostess Quickly",158
926,"Falstaff",471
927,"Hostess Quickly",158
934,"Falstaff",471
939,"Pistol",122
942,"(stage directions)",126
943,"Falstaff",471
949,"(stage directions)",126
950,"Bardolph",14
953,"Falstaff",471
954,"Bardolph",14
955,"Falstaff",471
960,"(stage directions)",126
961,"Ford",99
962,"Falstaff",471
963,"Ford",99
965,"Falstaff",471
966,"(stage directions)",126
967,"Ford",99
968,"Falstaff",471
976,"Ford",99
979,"Falstaff",471
980,"Ford",99
981,"Falstaff",471
983,"Ford",99
993,"Falstaff",471
994,"Ford",99
996,"Falstaff",471
997,"Ford",99
1012,"Falstaff",471
1013,"Ford",99
1014,"Falstaff",471
1015,"Ford",99
1016,"Falstaff",471
1017,"Ford",99
1020,"Falstaff",471
1021,"Ford",99
1030,"Falstaff",471
1031,"Ford",99
3320,"Cassandra",13
1038,"Falstaff",471
1041,"Ford",99
1051,"Falstaff",471
1054,"Ford",99
1055,"Falstaff",471
1056,"Ford",99
1057,"Falstaff",471
1065,"Ford",99
1067,"Falstaff",471
1073,"Ford",99
1075,"Falstaff",471
1084,"(stage directions)",126
1085,"Ford",99
1112,"(stage directions)",126
1115,"(stage directions)",126
1116,"Doctor Caius",49
1117,"Rugby",9
1118,"Doctor Caius",49
1119,"Rugby",9
1120,"Doctor Caius",49
1123,"Rugby",9
1125,"Doctor Caius",49
1127,"Rugby",9
1128,"Doctor Caius",49
1129,"Rugby",9
1130,"(stage directions)",126
1131,"Host",46
1132,"Robert Shallow",136
1133,"Page",75
1134,"Slender",56
1135,"Doctor Caius",49
1136,"Host",46
1143,"Doctor Caius",49
1145,"Host",46
1146,"Doctor Caius",49
1148,"Robert Shallow",136
1152,"Page",75
1154,"Robert Shallow",136
1159,"Page",75
1160,"Robert Shallow",136
1165,"Host",46
1166,"Doctor Caius",49
1167,"Host",46
1168,"Doctor Caius",49
1171,"Host",46
1172,"Doctor Caius",49
1174,"Doctor Caius",49
1176,"Host",46
1177,"Doctor Caius",49
1178,"Host",46
1181,"(stage directions)",126
1182,"Page",75
1183,"Host",46
1185,"Robert Shallow",136
1186,"Page",75
1187,"(stage directions)",126
1188,"Doctor Caius",49
1190,"Host",46
1195,"Doctor Caius",49
1198,"Host",46
1200,"Doctor Caius",49
1201,"Host",46
1202,"Doctor Caius",49
1203,"(stage directions)",126
1206,"(stage directions)",126
1207,"Sir Hugh Evans",87
1210,"Simple",25
1213,"Sir Hugh Evans",87
1215,"Simple",25
1216,"(stage directions)",126
1217,"Sir Hugh Evans",87
1234,"(stage directions)",126
1235,"Simple",25
1236,"Sir Hugh Evans",87
1240,"Simple",25
1243,"Sir Hugh Evans",87
1244,"(stage directions)",126
1245,"Robert Shallow",136
1248,"Slender",56
1249,"Page",75
1250,"Sir Hugh Evans",87
1251,"Robert Shallow",136
1253,"Page",75
1255,"Sir Hugh Evans",87
1256,"Page",75
1257,"Sir Hugh Evans",87
1258,"Page",75
1262,"Robert Shallow",136
1265,"Sir Hugh Evans",87
1266,"Page",75
1268,"Sir Hugh Evans",87
1270,"Page",75
1271,"Sir Hugh Evans",87
1274,"Page",75
1275,"Robert Shallow",136
1276,"Robert Shallow",136
1278,"(stage directions)",126
1279,"Page",75
1280,"Robert Shallow",136
1281,"Host",46
1283,"Doctor Caius",49
1285,"Sir Hugh Evans",87
1287,"Doctor Caius",49
1288,"Sir Hugh Evans",87
1587,"Mistress Page",101
1294,"Doctor Caius",49
1297,"Sir Hugh Evans",87
1300,"Host",46
1302,"Doctor Caius",49
1303,"Host",46
1315,"Robert Shallow",136
1316,"Slender",56
1317,"(stage directions)",126
1318,"Doctor Caius",49
1320,"Sir Hugh Evans",87
1324,"Doctor Caius",49
1326,"Sir Hugh Evans",87
1327,"(stage directions)",126
1330,"(stage directions)",126
1331,"Mistress Page",101
1334,"Robin",6
1336,"Mistress Page",101
1337,"(stage directions)",126
1338,"Ford",99
1339,"Mistress Page",101
1340,"Ford",99
1343,"Mistress Page",101
1344,"Ford",99
1345,"Mistress Page",101
1348,"Robin",6
1349,"Ford",99
1583,"Doctor Caius",49
1350,"Mistress Page",101
1353,"Ford",99
1354,"Mistress Page",101
1355,"(stage directions)",126
1356,"Ford",99
1379,"Robert Shallow",136
1380,"Ford",99
1382,"Robert Shallow",136
1383,"Slender",56
1386,"Robert Shallow",136
1388,"Slender",56
1389,"Page",75
1391,"Doctor Caius",49
1393,"Host",46
1398,"Page",75
1405,"Ford",99
1409,"Robert Shallow",136
1411,"(stage directions)",126
1412,"Doctor Caius",49
1413,"(stage directions)",126
1414,"Host",46
1417,"Ford",99
1419,"All",1
1420,"(stage directions)",126
1423,"(stage directions)",126
1424,"Mistress Ford",85
1425,"Mistress Page",101
1426,"Mistress Ford",85
1427,"(stage directions)",126
1428,"Mistress Page",101
1429,"Mistress Ford",85
1430,"Mistress Page",101
1431,"Mistress Ford",85
1438,"Mistress Page",101
1439,"Mistress Ford",85
1441,"(stage directions)",126
1442,"Mistress Page",101
1443,"(stage directions)",126
1444,"Mistress Ford",85
1445,"Robin",6
1447,"Mistress Page",101
1448,"Robin",6
1452,"Mistress Page",101
1455,"Mistress Ford",85
1458,"Mistress Page",101
1459,"(stage directions)",126
1460,"Mistress Ford",85
1463,"(stage directions)",126
1464,"Falstaff",471
1467,"Mistress Ford",85
1468,"Falstaff",471
1472,"Mistress Ford",85
1821,"Hostess Quickly",158
1473,"Falstaff",471
1478,"Mistress Ford",85
1480,"Falstaff",471
1486,"Mistress Ford",85
1487,"Falstaff",471
1494,"Mistress Ford",85
1495,"Falstaff",471
1498,"Mistress Ford",85
1500,"Falstaff",471
1501,"Mistress Ford",85
1503,"Robin",6
1506,"Falstaff",471
1507,"Mistress Ford",85
1511,"Mistress Page",101
1513,"Mistress Ford",85
1514,"Mistress Page",101
1516,"Mistress Ford",85
1517,"Mistress Page",101
1519,"Mistress Ford",85
1520,"Mistress Page",101
1524,"Mistress Ford",85
1585,"Page",75
1586,"(stage directions)",126
1822,"(stage directions)",126
1525,"Mistress Page",101
1533,"Mistress Ford",85
1537,"Mistress Page",101
1545,"Mistress Ford",85
1546,"Falstaff",471
1549,"Mistress Page",101
1550,"Falstaff",471
1552,"(stage directions)",126
1553,"Mistress Page",101
1555,"Mistress Ford",85
1561,"(stage directions)",126
1562,"Ford",99
1565,"Servant",1
1566,"Mistress Ford",85
1568,"Ford",99
1578,"Page",75
1579,"Ford",99
1581,"(stage directions)",126
1582,"Sir Hugh Evans",87
1588,"Mistress Ford",85
1590,"Mistress Page",101
1592,"Mistress Ford",85
1594,"Mistress Page",101
1596,"Mistress Ford",85
1599,"Mistress Page",101
1602,"Mistress Ford",85
1606,"Mistress Page",101
1608,"(stage directions)",126
1609,"Ford",99
1611,"Mistress Page",101
1612,"Mistress Ford",85
1613,"Ford",99
1614,"Mistress Ford",85
1615,"Ford",99
1616,"Mistress Page",101
1617,"Ford",99
1618,"Sir Hugh Evans",87
1621,"Doctor Caius",49
1622,"Page",75
1626,"Ford",99
1627,"Sir Hugh Evans",87
1630,"Doctor Caius",49
1631,"Ford",99
1636,"Page",75
1640,"Ford",99
1641,"Sir Hugh Evans",87
1642,"Doctor Caius",49
1643,"Ford",99
1644,"Sir Hugh Evans",87
1646,"Doctor Caius",49
1647,"Sir Hugh Evans",87
1648,"(stage directions)",126
1651,"(stage directions)",126
1652,"Fenton",20
1654,"Anne Page",19
1655,"Fenton",20
1663,"Anne Page",19
1664,"Fenton",20
1671,"Anne Page",19
1675,"(stage directions)",126
1676,"(stage directions)",126
1677,"Robert Shallow",136
1679,"Slender",56
1681,"Robert Shallow",136
1682,"Slender",56
1684,"Hostess Quickly",158
1685,"Anne Page",19
1690,"Hostess Quickly",158
1691,"Robert Shallow",136
1692,"Slender",56
1696,"Robert Shallow",136
1697,"Slender",56
1699,"Robert Shallow",136
1700,"Slender",56
1702,"Robert Shallow",136
1703,"Anne Page",19
1704,"Robert Shallow",136
1706,"Anne Page",19
1707,"Slender",56
1708,"Anne Page",19
1709,"Slender",56
1712,"Anne Page",19
1713,"Slender",56
1718,"(stage directions)",126
1719,"Page",75
1723,"Fenton",20
1724,"Mistress Page",101
1725,"Page",75
1726,"Fenton",20
1727,"Page",75
1730,"(stage directions)",126
1731,"Hostess Quickly",158
1732,"Fenton",20
1737,"Anne Page",19
1738,"Mistress Page",101
1739,"Hostess Quickly",158
1740,"Anne Page",19
1742,"Mistress Page",101
1748,"Fenton",20
1749,"(stage directions)",126
1750,"Hostess Quickly",158
1753,"Fenton",20
1823,"Falstaff",471
1825,"(stage directions)",126
1826,"Ford",99
1755,"Hostess Quickly",158
1766,"(stage directions)",126
1769,"(stage directions)",126
1770,"Falstaff",471
1771,"Bardolph",14
1772,"Falstaff",471
1788,"(stage directions)",126
1789,"Bardolph",14
1790,"Falstaff",471
1793,"Bardolph",14
1794,"(stage directions)",126
1795,"Hostess Quickly",158
1797,"Falstaff",471
1799,"Bardolph",14
1800,"Falstaff",471
1803,"Hostess Quickly",158
1804,"Falstaff",471
1806,"Hostess Quickly",158
1808,"Falstaff",471
1809,"Hostess Quickly",158
1814,"Falstaff",471
1817,"Hostess Quickly",158
1818,"Falstaff",471
1819,"Hostess Quickly",158
1820,"Falstaff",471
1827,"Falstaff",471
1829,"Ford",99
1830,"Falstaff",471
1832,"Ford",99
1833,"Falstaff",471
1834,"Ford",99
1835,"Falstaff",471
1843,"Ford",99
1844,"Falstaff",471
1845,"Ford",99
1846,"Falstaff",471
1850,"Ford",99
1851,"Falstaff",471
1855,"Ford",99
1856,"Falstaff",471
1884,"Ford",99
1887,"Falstaff",471
1892,"Ford",99
1953,"Sir Hugh Evans",87
1955,"William Page",11
492,"Speed",117
1893,"Falstaff",471
1899,"(stage directions)",126
1900,"Ford",99
1914,"(stage directions)",126
1917,"(stage directions)",126
1918,"Mistress Page",101
1919,"Hostess Quickly",158
1922,"Mistress Page",101
1927,"Sir Hugh Evans",87
1928,"Hostess Quickly",158
1929,"Mistress Page",101
1932,"Sir Hugh Evans",87
1933,"Mistress Page",101
1935,"Sir Hugh Evans",87
1936,"William Page",11
1937,"Hostess Quickly",158
1939,"Sir Hugh Evans",87
1940,"William Page",11
1941,"Hostess Quickly",158
1942,"Sir Hugh Evans",87
1944,"William Page",11
1945,"Sir Hugh Evans",87
1946,"William Page",11
1947,"Sir Hugh Evans",87
1948,"William Page",11
1949,"Sir Hugh Evans",87
1951,"William Page",11
1956,"Sir Hugh Evans",87
1958,"Hostess Quickly",158
1959,"Sir Hugh Evans",87
1961,"William Page",11
1962,"Sir Hugh Evans",87
1963,"Hostess Quickly",158
1964,"Sir Hugh Evans",87
1965,"Mistress Page",101
1966,"Sir Hugh Evans",87
1967,"William Page",11
1968,"Sir Hugh Evans",87
1969,"William Page",11
1970,"Hostess Quickly",158
1972,"Sir Hugh Evans",87
1973,"Hostess Quickly",158
1976,"Sir Hugh Evans",87
1980,"Mistress Page",101
1981,"Sir Hugh Evans",87
1982,"William Page",11
1983,"Sir Hugh Evans",87
1986,"Mistress Page",101
1987,"Sir Hugh Evans",87
1988,"Mistress Page",101
1991,"(stage directions)",126
1994,"(stage directions)",126
1995,"Falstaff",471
2002,"Mistress Ford",85
2003,"Mistress Page",101
2004,"Mistress Ford",85
2005,"(stage directions)",126
2006,"(stage directions)",126
2007,"Mistress Page",101
2008,"Mistress Ford",85
2009,"Mistress Page",101
2010,"Mistress Ford",85
2013,"Mistress Page",101
2014,"Mistress Ford",85
2068,"Mistress Page",101
2070,"(stage directions)",126
2015,"Mistress Page",101
2023,"Mistress Ford",85
2024,"Mistress Page",101
2030,"Mistress Ford",85
2031,"Mistress Page",101
2032,"Mistress Ford",85
2033,"Mistress Page",101
2036,"Ford",99
2038,"(stage directions)",126
2039,"Falstaff",471
2041,"Mistress Page",101
2044,"Falstaff",471
2045,"Mistress Ford",85
2047,"Falstaff",471
2048,"Mistress Ford",85
2052,"Falstaff",471
2053,"Mistress Page",101
2055,"Mistress Ford",85
2056,"Mistress Page",101
2059,"Falstaff",471
2061,"Mistress Ford",85
2063,"Mistress Page",101
2066,"Mistress Ford",85
2126,"Ford",99
2071,"Mistress Ford",85
2075,"Mistress Page",101
2077,"Mistress Ford",85
2078,"Mistress Page",101
2080,"Mistress Ford",85
2083,"Mistress Page",101
2085,"Mistress Ford",85
2087,"(stage directions)",126
2088,"Mistress Page",101
2093,"(stage directions)",126
2094,"(stage directions)",126
2095,"Mistress Ford",85
2098,"(stage directions)",126
2099,"First Servant",2
2100,"Second Servant",1
2101,"First Servant",2
2102,"(stage directions)",126
2103,"Ford",99
2110,"Page",75
2112,"Sir Hugh Evans",87
2113,"Robert Shallow",136
2114,"Ford",99
2120,"Mistress Ford",85
2122,"Ford",99
2123,"(stage directions)",126
2124,"Page",75
2125,"Mistress Ford",85
2127,"Sir Hugh Evans",87
2129,"Ford",99
2130,"Mistress Ford",85
2131,"Ford",99
2136,"Mistress Ford",85
2137,"Page",75
2138,"Robert Shallow",136
2140,"Sir Hugh Evans",87
2142,"Ford",99
2143,"Page",75
2144,"Ford",99
2150,"Mistress Ford",85
2152,"Ford",99
2153,"Mistress Ford",85
2154,"Ford",99
2162,"Mistress Ford",85
2164,"(stage directions)",126
2165,"Mistress Page",101
2166,"Ford",99
2171,"(stage directions)",126
2172,"Mistress Page",101
2174,"Mistress Ford",85
2175,"Ford",99
2176,"Sir Hugh Evans",87
2179,"Ford",99
2182,"Page",75
2184,"(stage directions)",126
2185,"Mistress Page",101
2186,"Mistress Ford",85
2188,"Mistress Page",101
2190,"Mistress Ford",85
2193,"Mistress Page",101
2197,"Mistress Ford",85
2198,"Mistress Page",101
2203,"Mistress Ford",85
2206,"Mistress Page",101
2208,"(stage directions)",126
2211,"(stage directions)",126
2212,"Bardolph",14
2215,"Host",46
2218,"Bardolph",14
2219,"Host",46
2223,"(stage directions)",126
2228,"Sir Hugh Evans",87
2230,"Page",75
2231,"Mistress Page",101
2232,"Ford",99
2237,"Page",75
2244,"Ford",99
2371,"Host",46
2245,"Page",75
2247,"Sir Hugh Evans",87
2252,"Page",75
2253,"Mistress Ford",85
2255,"Mistress Page",101
2266,"Page",75
2269,"Mistress Ford",85
2271,"Page",75
2274,"Mistress Page",101
2289,"Mistress Ford",85
2292,"Mistress Page",101
2295,"Ford",99
2297,"Sir Hugh Evans",87
2300,"Ford",99
2301,"Mistress Page",101
2303,"Page",75
1670,"(stage directions)",126
2308,"Ford",99
2310,"Mistress Page",101
2312,"Sir Hugh Evans",87
2314,"(stage directions)",126
2315,"Mistress Page",101
2325,"(stage directions)",126
2328,"(stage directions)",126
2329,"Host",46
2331,"Simple",25
2333,"Host",46
2338,"Simple",25
2341,"Host",46
2345,"Falstaff",471
2346,"Host",46
2350,"(stage directions)",126
2351,"Falstaff",471
2353,"Simple",25
2355,"Falstaff",471
2356,"Simple",25
2360,"Falstaff",471
2361,"Simple",25
2362,"Falstaff",471
2365,"Simple",25
2368,"Falstaff",471
2369,"Host",46
2370,"Simple",25
2372,"Simple",25
2375,"Falstaff",471
2376,"Simple",25
2377,"Falstaff",471
2378,"Simple",25
2379,"Falstaff",471
2380,"Simple",25
2382,"(stage directions)",126
2383,"Host",46
2385,"Falstaff",471
2389,"(stage directions)",126
2390,"Bardolph",14
2391,"Host",46
2392,"Bardolph",14
2396,"Host",46
2398,"(stage directions)",126
2399,"Sir Hugh Evans",87
2400,"Host",46
2401,"Sir Hugh Evans",87
2408,"(stage directions)",126
2409,"(stage directions)",126
2410,"Doctor Caius",49
2411,"Host",46
2412,"Doctor Caius",49
2416,"(stage directions)",126
2417,"Host",46
2419,"(stage directions)",126
2509,"Host",46
2511,"Fenton",20
2513,"(stage directions)",126
2516,"(stage directions)",126
942,"Snout",9
2420,"Falstaff",471
2432,"Hostess Quickly",158
2433,"Falstaff",471
2437,"Hostess Quickly",158
2441,"Falstaff",471
2448,"Hostess Quickly",158
2454,"Falstaff",471
2455,"(stage directions)",126
2458,"(stage directions)",126
2459,"Host",46
2461,"Fenton",20
2464,"Host",46
2466,"Fenton",20
2503,"Host",46
2504,"Fenton",20
549,"Valentine",149
2517,"Falstaff",471
2521,"Hostess Quickly",158
2523,"Falstaff",471
2530,"Ford",99
2532,"Falstaff",471
2548,"(stage directions)",126
2551,"(stage directions)",126
2552,"Page",75
2555,"Slender",56
2559,"Robert Shallow",136
2562,"Page",75
2566,"(stage directions)",126
2569,"(stage directions)",126
2570,"Mistress Page",101
2574,"Doctor Caius",49
2575,"Mistress Page",101
2581,"Mistress Ford",85
2583,"Mistress Page",101
2587,"Mistress Ford",85
2588,"Mistress Page",101
2590,"Mistress Ford",85
2591,"Mistress Page",101
2593,"Mistress Ford",85
2594,"(stage directions)",126
2597,"(stage directions)",126
2598,"Sir Hugh Evans",87
2602,"(stage directions)",126
2605,"(stage directions)",126
2606,"Falstaff",471
2622,"(stage directions)",126
2623,"Mistress Ford",85
2624,"Falstaff",471
2628,"Mistress Ford",85
2629,"Falstaff",471
2635,"(stage directions)",126
2636,"Mistress Page",101
2637,"Mistress Ford",85
2638,"Falstaff",471
2639,"Mistress Ford",85
2640,"(stage directions)",126
2641,"Falstaff",471
943,"Bottom",59
945,"(stage directions)",126
946,"(stage directions)",126
2647,"Hostess Quickly",158
2652,"Pistol",122
2657,"Falstaff",471
2659,"(stage directions)",126
2660,"Sir Hugh Evans",87
2666,"Hostess Quickly",158
2687,"Sir Hugh Evans",87
2691,"Falstaff",471
2693,"Pistol",122
2694,"Hostess Quickly",158
2698,"Pistol",122
2699,"Sir Hugh Evans",87
2700,"(stage directions)",126
2701,"Falstaff",471
2702,"Hostess Quickly",158
2723,"(stage directions)",126
2724,"Page",75
2726,"Mistress Page",101
2730,"Ford",99
2737,"Mistress Ford",85
2740,"Falstaff",471
2741,"Ford",99
2742,"Falstaff",471
2750,"Sir Hugh Evans",87
2752,"Ford",99
2753,"Sir Hugh Evans",87
2754,"Ford",99
2756,"Falstaff",471
2761,"Sir Hugh Evans",87
2762,"Falstaff",471
2766,"Mistress Page",101
2770,"Ford",99
2771,"Mistress Page",101
2772,"Page",75
2773,"Ford",99
2774,"Page",75
2775,"Ford",99
2776,"Sir Hugh Evans",87
947,"Quince",40
